file_a,file_b,score,text_a,text_b,start_a,end_a,start_b,end_b,len_a,len_b
poc/D2672 copy.txt,corpus/D2672.txt,40.0,ar bya ste/ 'dir yi ge mangs su dogs pas ma spros so/ /b,"ar bya ste /
'dir yi ge mangs su dogs pas ma spros so / /
b",160442,160498,68514,68573,56,59
poc/D2672 copy.txt,corpus/D2672.txt,40.50000000000001,ng / /zhes bya ba la sogs pa ni gdon gyis zin pa'i rtags bstan to/ /gtor ma 'dod pa'am zhes bya ba la sogs pas ni gdon 'jug pa'i rgyu bstan to/ /de la r,"ng zhes bya ba la sogs pas ni gdon rnams kyi rigs bstan pa'o / /
ri rab steng gnas dang zhes bya ba la sogs pas ni de dag gi gnas bstan to / /
de ltar",164009,164161,125599,125749,152,150
poc/D2672 copy.txt,corpus/D2672.txt,1119.0,dag ces bya ba ni ku be+e ra'o/ /gnod sbyin rgyal po zhes bya ba ni rnam thos kyi bu'o/ /lhag ma zhes bya ba ni gong ma dag la ltos nas de'i phyir ram gzhan yang zhes bya ba'i don to/ /sa srungs kyi bu zhes bya ba ni glang po che ste/ de la zhon pa zhes bya ba ni brgya byin no/ /lha ma yin gyi grong khyer 'jig byed ces bya ba yang de nyid do/ /'byung po'i rig sngags 'dir ni kun mthong dang / /zhes bya ba la sogs pas ni 'jig rten pa'i gsang sngags de rnams de ltar smad pa yin gyis kyang gdon gyi las kyi rgyus la mkhas par bya ba'i phyir bslab dgos par bstan to/ /rig gsum 'phel dang zhes bya ba ni sangs rgyas te de la lhag pa'i tshul khrims dang lhag pa'i sems dang lhag pa'i shes rab kyi rig pa dpag tu med pa'i don to/ / srid gsum mthar phyin dang zhes bya ba ni khams gsum las rnam par grol ba'i phyir ro/ /nyes pa gsum spangs zhes bya ba ni 'dod chags dang zhe sdang dang gti mug gi nyes pa gtan du bsal ba'i tha tshig go/ /lam gsum thugs su chud dang zhes bya ba ni theg pa gsum gyi tshul mkhyen pa'i phyir ro/ /des pa de'i sras zhes bya ba ni nyan thos dang byang chub sems dpa' rnams so/ /de'i lam rjes su 'gro ba'i lha dang lha min zhes bya ba ni 'jig rten pa'i lha sangs rgyas la phyogs pas so so nas rig sngags phul ba rnams te/ bdag nyid chen po zhes bya ba ni mthong ba'i chos la mngon par mtho ba'i dpal thob pa'i don to/ /mun pa sel ba zhes bya ba ni yang dag pa'i shes rab kyis ma rig pa'i mun pa bsal bas nges par legs par 'gyur ro/ /byin gyis brlabs pa,"dag ces bya ba ni ku be+e ra'o / /
gnod sbyin rgyal po zhes bya ba ni rnam thos kyi bu'o / /
lhag ma zhes bya ba ni gong ma dag la ltos nas de'i phyir ram gzhan yang zhes bya ba'i don to / /
sa srungs kyi bu zhes bya ba ni glang po che ste /
de la zhon pa zhes bya ba ni brgya byin no / /
lha ma yin gyi grong khyer 'jig byed ces bya ba yang de nyid do / /
'byung po'i rig sngags 'dir ni kun mthong dang / /
zhes bya ba la sogs pas ni 'jig rten pa'i gsang sngags de rnams de ltar smad pa yin gyis kyang gdon gyi las kyi rgyus la mkhas par bya ba'i phyir bslab dgos par bstan to / /
rig gsum 'phel dang zhes bya ba ni sangs rgyas te de la lhag pa'i tshul khrims dang lhag pa'i sems dang lhag pa'i shes rab kyi rig pa dpag tu med pa'i don to / /
srid gsum mthar phyin dang zhes bya ba ni khams gsum las rnam par grol ba'i phyir ro / /
nyes pa gsum spangs zhes bya ba ni 'dod chags dang zhe sdang dang gti mug gi nyes pa gtan du bsal ba'i tha tshig go / /
lam gsum thugs su chud dang zhes bya ba ni theg pa gsum gyi tshul mkhyen pa'i phyir ro / /
des pa de'i sras zhes bya ba ni nyan thos dang byang chub sems dpa' rnams so / /
de'i lam rjes su 'gro ba'i lha dang lha min zhes bya ba ni 'jig rten pa'i lha sangs rgyas la phyogs pas so so nas rig sngags phul ba rnams te /
bdag nyid chen po zhes bya ba ni mthong ba'i chos la mngon par mtho ba'i dpal thob pa'i don to / /
mun pa sel ba zhes bya ba ni yang dag pa'i shes rab kyis ma rig pa'i mun pa bsal bas nges par legs par 'gyur ro / /
byin gyis brlabs pa",166856,168331,171104,172607,1475,1503
poc/D2672 copy.txt,corpus/D2672.txt,43.4,ng / /zhes bya ba la sogs pas ni 'jig rten pa'i gsang sngags,n zhes bya ba la sogs pas ni 'jig rten pa'i gsang sngags,167246,167306,169269,169325,60,56
poc/D2672 copy.txt,corpus/D2672.txt,48.0,angs zhes bya ba ni 'dod chags dang zhe sdang dang gti mug gi,angs zhes bya ba ni 'dod chags dang zhe sdang dang gti mug gi,167687,167748,155825,155886,61,61
poc/D2672 copy.txt,corpus/D2672.txt,1478.0,'i don to/ /gzhan ni go bar sla bas ma phye'o/ /khyod kyi spyod pa sna tshogs zhes bya ba ni gang la gang gis 'dul ba de la de'i gzugs dang tshul du bstan pas gdul bya'i 'gro ba rnams 'dzud pa'i don to/ /kha cig gis ni rdo rje 'bar ba mthong / /zhes bya ba ni dbang po 'dul ba rnams la ni brgya byin gyi gzugs dang rdo rje thogs pa dang / lha rnams dang mthun pa'i tshul du bstan to zhes bya ba'i tha tshig go/ /gzhan gyi dbyug to gzhan gyi 'khor lo can/ /zhes bya ba de bzhin du ku be+e ra'i gzugs su yang ston pa'i don to/ /'khor lo can zhes bya ba ni khyab 'jug go/ /mdung rtse gsum thogs pa zhes bya ba ni dbang ldan no/ /zhags pa can zhes bya ba ni chu lha'o/ /ral gri thogs pa zhes bya ba ni bden bral lo/ /gzhu thogs pa ni nyi ma'o/ /be con can zhes bya ba ni gshin rje'o/ /de bzhin du rlung lha dang me lha la sogs te 'dir ma smos pa'i lha la sogs pa thams cad kyi gzugs su yang ston to/ /'jigs pa'i gzugs can zhes bya ba ni 'phags pa rdo rje ri rab kyi rtse mo khang pa brtsegs pa'i gzungs las ji skad du/ 'jigs pa bas kyang 'jigs par byed pa 'chi bdag kyang skrag par byed pa khams gsum pa thams cad kyis bsdus pa lta bu'i lus dang ldan pa'i khro bor gyur nas zhes gsungs pa lta bur yang ston pa'i don to/ /mtshon cha kun thogs zhes bya ba yang de nyid las/ lag pa stong phrag du ma la/ /rdo rje dang zhags pa dang gtun shing dang zhes rgya cher gsungs pa lta bur ston pa'i phyir ro/ /zhi ba nyid du mthong zhes bya ba ni des 'dul ba rnams la de ltar snang ba'i tha tshig go/ /dmigs med sku mnga' zhes bya ba ni chos kyi sku dang ldan pa'i don to/ /gzhan ni go bar zad do/ /dbul ba'i mun pa zhes bya ba ni shes rab dang dpal dang gzugs dang nor rnams gang la yang mi snang ba'o/ /gsal nas nyi ma bzhin du 'bar bar 'gyur/ /zhes bya ba ni shes rab dang dpal dang gzugs dang nor rnams legs par rdzogs par gyur nas 'jig rten na mngon par mtho bar snang ba'i don to/ /yan lag mi nyams zhes bya ba ni dngos grub thob nas kyang bzlas brjod kyi yan lag mi n,"'i don to / /
gzhan ni go bar sla bas ma phye'o / /
khyod kyi spyod pa sna tshogs zhes bya ba ni gang la gang gis 'dul ba de la de'i gzugs dang tshul du bstan pas gdul bya'i 'gro ba rnams 'dzud pa'i don to / /
kha cig gis ni rdo rje 'bar ba mthong / /
zhes bya ba ni dbang po 'dul ba rnams la ni brgya byin gyi gzugs dang rdo rje thogs pa dang /
lha rnams dang mthun pa'i tshul du bstan to zhes bya ba'i tha tshig go / /
gzhan gyi dbyug to gzhan gyi 'khor lo can / /
zhes bya ba de bzhin du ku be+e ra'i gzugs su yang ston pa'i don to / /
'khor lo can zhes bya ba ni khyab 'jug go / /
mdung rtse gsum thogs pa zhes bya ba ni dbang ldan no / /
zhags pa can zhes bya ba ni chu lha'o / /
ral gri thogs pa zhes bya ba ni bden bral lo / /
gzhu thogs pa ni nyi ma'o / /
be con can zhes bya ba ni gshin rje'o / /
de bzhin du rlung lha dang me lha la sogs te 'dir ma smos pa'i lha la sogs pa thams cad kyi gzugs su yang ston to / /
'jigs pa'i gzugs can zhes bya ba ni 'phags pa rdo rje ri rab kyi rtse mo khang pa brtsegs pa'i gzungs las ji skad du /
'jigs pa bas kyang 'jigs par byed pa 'chi bdag kyang skrag par byed pa khams gsum pa thams cad kyis bsdus pa lta bu'i lus dang ldan pa'i khro bor gyur nas zhes gsungs pa lta bur yang ston pa'i don to / /
mtshon cha kun thogs zhes bya ba yang de nyid las /
lag pa stong phrag du ma la / /
rdo rje dang zhags pa dang gtun shing dang zhes rgya cher gsungs pa lta bur ston pa'i phyir ro / /
zhi ba nyid du mthong zhes bya ba ni des 'dul ba rnams la de ltar snang ba'i tha tshig go / /
dmigs med sku mnga' zhes bya ba ni chos kyi sku dang ldan pa'i don to / /
gzhan ni go bar zad do / /
dbul ba'i mun pa zhes bya ba ni shes rab dang dpal dang gzugs dang nor rnams gang la yang mi snang ba'o / /
gsal nas nyi ma bzhin du 'bar bar 'gyur / /
zhes bya ba ni shes rab dang dpal dang gzugs dang nor rnams legs par rdzogs par gyur nas 'jig rten na mngon par mtho bar snang ba'i don to / /
yan lag mi nyams zhes bya ba ni dngos grub thob nas kyang bzlas brjod kyi yan lag mi n",168664,170623,172945,174951,1959,2006
poc/D2672 copy.txt,corpus/D2672.txt,68.0,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang,171032,171115,6,89,83,83
poc/D2672 copy.txt,corpus/D2673.txt,47.80000000000001,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi bsdus pa'i don bkrol ba'i brjed byang,4,87,58349,58434,83,85
poc/D2672 copy.txt,corpus/D2673.txt,46.90000000000001,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang b,"'phags pa dpung bzangs kyis zhus pa'i rgyud kyi bsdus pa'i don dgrol ba'i brjed byang /
b",4,89,109,198,85,89
poc/D2672 copy.txt,corpus/D2673.txt,42.0,s zhes bya ba ni sangs rgyas dang byang chub sems dpa,"s zhes bya ba ni /
sangs rgyas dang byang chub sems dpa",1082,1135,1877,1932,53,55
poc/D2672 copy.txt,corpus/D2673.txt,41.0,a bstan to/ /lhag ma rnams ni nyams su blang bar bya/ /zhes bya ba,"a spang / /
lhag ma rnams ni nyams su blang bar bya / /
zhes bya ba",18290,18356,29060,29127,66,67
poc/D2672 copy.txt,corpus/D2673.txt,62.8,rgyal rigs rje'u rigs rnams kyang rang gi las grub pa 'di la the tshom byed ces b,"rgyal rigs rje'u rigs rnams kyang rang gi las / /
grub pa 'di la the tshom ma byed ces / /
b",31616,31697,42860,42952,81,92
poc/D2672 copy.txt,corpus/D2673.txt,65.4,'o/ /'dod pa'i khams ni kha zas kyis gnas zhes/ /rgyal bas chos gcig tu ni bka' stsal pas,"' / /
'dod pa'i khams ni kha zas kyis gnas zhes / /
rgyal bas chos gcig tu ni bka' stsal pas",33481,33570,43935,44027,89,92
poc/D2672 copy.txt,corpus/D2673.txt,59.0,lcags kyi thong lcags rab tu 'bar ba yis/ /mig ni rnam par bkab pa ches bla yi,"lcags kyi thong lcags rab tu 'bar ba yis / /
mig ni rnam par bkab pa ches bla yi",35113,35191,50867,50947,78,80
poc/D2672 copy.txt,corpus/D2673.txt,59.0,lcags kyi thong lcags rab tu 'bar ba yis/ /mig ni rnam par bkab pa ches bla yi,"lcags kyi thong lcags rab tu 'bar ba yis / /
mig ni rnam par bkab pa ches bla yi",35113,35191,44496,44576,78,80
poc/D2672 copy.txt,corpus/D2673.txt,70.1,nyis na dran pa nyams byed bud med kyi/ /dkyus ring mig can bzhin ni ma mthong sla/ /zhes bya ba,"nyis na dran pa nyams byed bud med kyi / /
dkyus ring mig can bzhin ni ma mthong bla / /
zhes bya ba",35246,35342,50952,51052,96,100
poc/D2672 copy.txt,corpus/D2673.txt,61.1,nyis na dran pa nyams byed bud med kyi/ /dkyus ring mig can bzhin ni ma mthong sla,"nyis na dran pa nyams byed bud med kyi / /
dkyus ring mig can bzhin ni ma mthong bla",35246,35328,44581,44665,82,84
poc/D2672 copy.txt,corpus/D2673.txt,44.5,a ni/ 'greng dang 'dug dang ma log nyal ba dang / /'gro 'phres za klog,"ang /
'greng dang 'dug dang gnyid log nyal ba dang / /
'gro 'phres za klog",37754,37824,28279,28353,70,74
poc/D2672 copy.txt,corpus/D2673.txt,60.0,dper na dri med chu ni rdul sogs kyis/ /skad cig tu yang rnyog par byed pa ltar,"dper na dri med chu ni rdul sogs kyis / /
skad cig tu yang rnyog par byed pa ltar",39147,39226,47710,47791,79,81
poc/D2672 copy.txt,corpus/D2673.txt,70.4,de bzhin rnam dag dri ma med pa'i sems/ /'dod chags la sogs skyon gyis rnyogs par 'gyur/ /zhes,"de bzhin rnam dag dri ma med pa'i sems / /
'dod chags la sogs skyon gyis rnyog par 'gyur / /
zhes",39356,39450,47796,47893,94,97
poc/D2672 copy.txt,corpus/D2673.txt,59.9,gang tshe zlos dga'i sems ni zhi ba la/ /brten pas nyid kyi dran pa rmongs gyur na,"gang tshe zlos dka'i sems ni zhi ba la / /
brten pas gnyid kyis dran pa rmongs gyur na",42480,42562,45657,45743,82,86
poc/D2672 copy.txt,corpus/D2673.txt,60.0,mi gtsang sha tshil dang / pags pa keng rus blta bas rnam par bzlog /ces bya ba,"mi gtsang sha tshil dang / /
pags pa keng rus blta bas rnam par bzlog / /
ces bya ba",43622,43701,12764,12848,79,84
poc/D2672 copy.txt,corpus/D2673.txt,41.0,gnyen la dga' ba'i sems kyi rnam rtog dag /bzlog nas,"gnyen la dga' ba'i sems kyi rnam rtog dag /
bzlog nas",46478,46530,25086,25139,52,53
poc/D2672 copy.txt,corpus/D2673.txt,41.8,rgya mtshor phyin pa na/ /lan tshwa'i ror ni gcig tu gyur,"rgya mtshor phyin pa na / /
lan tshwa'i ro ni gcig tu 'gyur",47716,47773,27437,27496,57,59
poc/D2672 copy.txt,corpus/D2673.txt,41.1,'gro ba'i bsam pa rnams ni rtag tu rdzogs par bya/ /zhes,"'gro ba yi / /
bsam pa rnams ni rtag tu rdzogs par bya / /
zhes",49036,49092,28090,28153,56,63
poc/D2672 copy.txt,corpus/D2673.txt,45.0,'jig rten las 'das pa dang 'jig rten pa thams cad la yang,"'jig rten las 'das pa dang /
'jig rten pa thams cad la yang",57522,57579,8684,8743,57,59
poc/D2672 copy.txt,corpus/D2673.txt,41.1,a ni de bzhin gshegs pa 'jig rten du ma byung ba'i tshe,"ang /
de bzhin gshegs pa 'jig rten du ma byung ba'i tshe",76851,76906,6503,6559,55,56
poc/D2672 copy.txt,corpus/D2673.txt,76.19999999999999,nas/ 'dod chags shas che mi gtsang sha tshil dang / /pags pa keng rus blta bas rnam par bzlog /ces gsungs pa der mi gtsang ba g,"nas /
'dod chags shas che mi gtsang sha tshil dang / /
pags pa keng rus blta bas rnam par bzlog / /
ces bya ba dang /
lus 'di mi gtsang pag",92154,92281,12738,12877,127,139
poc/D2672 copy.txt,corpus/D2673.txt,121.9,gang tshe mkha' las lha dang gnod sbyin dang / /dri za lha yi bu mo'i lus dang sgra/ /mis ni dag pa'i yid kyis mthong thos na/ /de tshe shin tu nye bar 'gyur ba yin/ /zhes,"gang tshe mkha' las lha dang gnod sbyin dang / /
dri za lha yi bu mo'i lus dang sgra / /
mis ni dag pa'i yid kyis mthong thos nas / /
de tshe shin tu nye bar gyur pa yin / /
zhes",93159,93330,34826,35004,171,178
poc/D2672 copy.txt,corpus/D2673.txt,45.0,snying rje'i bdag nyid 'gro ba'i don du ni/ /skye ba len pa,"snying rje'i bdag nyid 'gro ba'i don du ni / /
skye ba len pa",130136,130195,37704,37765,59,61
poc/D2672 copy.txt,corpus/D2673.txt,59.6,'gro ba kun dang ji ltar mthun pa yi/ /gsang sngags gzugs kyi rjes su chags mdzad pa,"'gro ba kun dang ji ltar mthun pa yi / /
gsang sngags gzugs la rjes su chags mdzad pa",131690,131774,38419,38504,84,85
poc/D2672 copy.txt,corpus/D2673.txt,45.4,gzhan yang 'jig rten pa bsdus nas zhar la bshad pa 'di dag,"gzhan yang 'jig rten par bsdus nas / /
zhar la bshad pa 'di dag",142044,142102,6670,6733,58,63
poc/D2672 copy.txt,corpus/D2673.txt,40.9,es bya ba ni 'jig rten las 'das pa dang / 'jig rten pa'i lha m,"es bya ba ni /
'jig rten las 'das pa dang /
'jig rten pa tham",144861,144923,8669,8730,62,61
poc/D2672 copy.txt,corpus/D2673.txt,61.800000000000004,tshe rabs stong nas gnas pa'i sdig pa'i mun/ /bzlas brjod byas pas myur du sel bar byed/ /ces,"tshe rabs stong nas gnas pa'i sdig pa'i mun / /
bzlas brjod mar mes myur du sel bar byed / /
ces",147972,148065,30177,30273,93,96
poc/D2672 copy.txt,corpus/D2673.txt,40.6,ma bsgrims bzhin du tshang tshing kun bsreg ltar/ /zhes b,"ma bsgrims bzhin du tshang tshing kun bsreg ltar / /
bzlas b",151587,151644,26760,26820,57,60
poc/D2672 copy.txt,corpus/D2673.txt,46.4,tshul khrims rlung gis sbar/ brtson 'grus chen po'i me lces,"tshul khrims rlung gi sbar / /
brtson 'grus chen po'i me lces",151833,151892,26831,26892,59,61
poc/D2672 copy.txt,corpus/D2673.txt,62.3,sbyin sreg dang bzlas brjod kyi gsang sngags bsgrubs kyang dngos grub ma thob na,"sbyin sreg dang ni bzlas brjod kyis / /
gsang sngags bsgrubs kyang dngos grub ma thob na",152133,152213,22373,22461,80,88
poc/D2672 copy.txt,corpus/D2673.txt,61.5,zhes bya ba'i tha tshig go/ /'jim pa la ni mchod rten 'bum gdab pa'am/ yang na chu 'gram bye ma dag la gdab/ ces,"zhes bya ba dang /
ji ltar sbyin sreg dang ni bzlas brjod kyis / /
gsang sngags bsgrubs kyang dngos grub ma thob na / /
'jim pa la ni mchod rten 'bum gdab pa 'am / /
yang na chu 'gram bye ma dag la gdab / /
des",152344,152456,22346,22556,112,210
poc/D2672 copy.txt,corpus/D2673.txt,47.800000000000004,des ni de yi sdig pa srid gzhan la/ /byas pa gang yin de ni zad 'gyur na/ /zhes,"des ni de yi sdig pa sreg gzhan la / /
byas pa gang yin de ni zad gyur nas / /
des",152967,153046,22553,22635,79,82
poc/D2672 copy.txt,corpus/D2673.txt,55.1,a ni de bzhin gshegs pa 'jig rten du ma byung ba'i tshe so so nas bshad pa,"ang /
de bzhin gshegs pa 'jig rten du ma byung ba'i tshe so so nas bshad pa",168496,168570,6503,6578,74,75
poc/D2672 copy.txt,corpus/D2673.txt,71.5,shig go/ / nad dang sdug bsngal lus nyams mi 'gyur ba/ /khyod la dad pa'i mis ni thob par 'gyur/ /zhes,"shing / /
nad dang sdug bsngal lus nyams mi 'gyur ba / /
khyod la dad pa'i mis ni thob par 'gyur / /
zhes",170781,170883,32270,32375,102,105
poc/D2672 copy.txt,corpus/D2673.txt,56.80000000000001,o/ /'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang rdzogs so,"o / /
'phags pa dpung bzangs kyis zhus pa'i rgyud kyi bsdus pa'i don bkrol ba'i brjed byang rdzogs so",171028,171125,58343,58444,97,101
poc/D2672 copy.txt,corpus/D2673.txt,45.90000000000001,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi tshig gi don bshad pa'i brjed byang,'phags pa dpung bzangs kyis zhus pa'i rgyud kyi bsdus pa'i don dgrol ba'i brjed byang,171032,171115,109,194,83,85
poc/D2672 copy.txt,corpus/D2679.txt,45.5,dkar po dang dmar po dang ser po dang ljang gu dang nag po rna,"dkar po dang / /
dmar po dang /
ser po dang /
ljang gu dang /
nag po'i na",62255,62317,40893,40966,62,73
poc/D2672 copy.txt,corpus/D2687.txt,70.0,mi 'byed 'byed pa rnam par spangs/ /phra ba mi g.yo gsal ba ste/ /blo yi spyod pa mdun na gnas,"mi 'byed 'byed pa rnam par spangs / /
phra ba mi g.yo gsal ba ste / /
blo yi spyod pa mdun na gnas",40620,40714,24381,24479,94,98
poc/D2672 copy.txt,corpus/D2687.txt,46.1,tshul khrims rlung gis sbar/ brtson 'grus chen po'i me lces,"tshul khrims rlung gis spar / /
brtson 'grus chen po'i me lces",151833,151892,37985,38047,59,62
poc/D2672 copy.txt,corpus/D2688.txt,50.0,kun nas sgor 'jug pa'i 'od zer gtsug tor dri ma med par snang ba,kun nas sgor 'jug pa'i 'od zer gtsug tor dri ma med par snang ba,19936,20000,198972,199036,64,64
poc/D2672 copy.txt,corpus/D2688.txt,50.0,kun nas sgor 'jug pa'i 'od zer gtsug tor dri ma med par snang ba,kun nas sgor 'jug pa'i 'od zer gtsug tor dri ma med par snang ba,19936,20000,188,252,64,64
poc/D2672 copy.txt,corpus/D2688.txt,154.4999999999999,yang dag pa'i 'tsho ba zhes bya ba ni tshul 'tshos pa dang gzhogs slong la sogs pa log pas 'tsho ba'i nyes pa spangs shing yongs su dag pa'i lus dang ngag gi las kun du spyod pa'o/ /yang dag pa'i las kyi mtha' zhes bya ba ni srog gcod pa la sogs pa'i nyes pa spangs shing lus kyi las yongs su dag pa'o/ /yang dag pa'i ting nge 'dzin zhes bya ba ni gong nas gong du yon tan gyi khyad par rnams mngon par bsgrub pa'i phyir rtag tu mnyam par gzhag pa'o/ /yang dag pa'i,"yang dag pa'i mtha'o / /
de nas tshul 'chos pa dang gzhogs slong la sogs pa log par 'tsho ba'i nyes pa spangs shing yongs su dag pa'i lus dang ngag gi las yongs su spyod pa ni yang dag pa'i 'tsho ba'o / /
nyes pa lhag ma rnams spangs pa'i phyir mngon par spro ba ni yang dag pa'i rtsol ba'o / /
de kho na nyid mi brjed pa ni yang dag pa'i dran pa'o / /
gong nas gong du yon tan gyi khyad par rnams mngon par bsgrub pa'i phyir rtag tu mnyam par gzhag pa ni yang dag pa'i",110638,111103,45274,45743,465,469
poc/D2672 copy.txt,corpus/D2688.txt,58.0,srog gcod pa la sogs pa'i nyes pa spangs shing lus kyi las yongs su dag pa,srog gcod pa la sogs pa'i nyes pa spangs shing lus kyi las yongs su dag pa,110863,110937,45196,45270,74,74
poc/D2672 copy.txt,corpus/D2690.txt,48.0,mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,mi rtag pa dang sdug bsngal ba dang stong pa dang bdag med pa,34317,34384,250702,250763,67,61
poc/D2672 copy.txt,corpus/D2690.txt,40.40000000000001,zhes bya ba ni 'das pa'i sangs rgyas rnams so/ /de bzhin gshegs par 'gyur zhes bya ba ni,"zhes bya ba ni /
'das pa'i sangs rgyas rnams so / /
bzhugs pa'i phyogs de zhes bya ba ni",112355,112443,189384,189472,88,88
poc/D2672 copy.txt,corpus/D2690.txt,40.0,zhes bya ba ni nyan thos dang byang chub sems dpa',"zhes bya ba ni nyan thos dang /
byang chub sems dpa'",167896,167946,81447,81499,50,52
poc/D2672 copy.txt,corpus/D2690.txt,40.0,zhes bya ba ni nyan thos dang byang chub sems dpa',zhes bya ba ni nyan thos dang byang chub sems dpa',167896,167946,41309,41359,50,50
poc/D2672 copy.txt,corpus/D2691.txt,40.39999999999999,a ni dkar po dang dmar po dang ser po dang ljang gu dang nag po rnams,"an ni /
dkar po dang /
ser po dang /
dmar po dang /
ljang gu dang /
nag por gnas",62250,62319,523031,523111,69,80
poc/D2672 copy.txt,corpus/D2691.txt,41.0,po dang dmar po dang ser po dang ljang gu dang nag po,"po dang /
dmar po dang /
ser po dang /
ljang gu dang /
nag po",62260,62313,351447,351508,53,61
poc/D2672 copy.txt,corpus/D2692.txt,41.1,a ni rig sngags kyi lha la yang rnam pa gnyis te/ sangs rgyas dang byang chub sems dpa' dag,"a ni rig sngags kyi rgyas btab ste /
sangs rgyas dang /
byang chub sems dpa' dang",106579,106670,69273,69354,91,81
poc/D2672 copy.txt,corpus/D2701.txt,40.0,sangs rgyas dang byang chub sems dpa' rnams kyi s,sangs rgyas dang byang chub sems dpa' rnams kyi s,138154,138203,1676,1725,49,49
poc/D2672 copy.txt,corpus/D2701.txt,40.0,sangs rgyas dang byang chub sems dpa' rnams kyis,sangs rgyas dang byang chub sems dpa' rnams kyi s,141851,141899,1676,1725,48,49
poc/D2672 copy.txt,corpus/D284.txt,209.9,skad du/ sangs rgyas bcom ldan 'das thams cad la dge ba'i rtsa ba thams cad phul nas/ bsod nams kyi phung po yongs su bsdus pa'i bsod nams kyi phung po dpag tu ma mchis shing bsam gyis mi khyab pa de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa des bdag brtan par gyur nas,"s cad dang /
sangs rgyas bcom ldan 'das thams cad la dge ba'i rtsa ba thams cad phul nas bsod nams kyi phung po yongs su bsdus pa bsod nams kyi phung po dpag tu ma mchis shing bsam gyis mi khyab pa de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa des bdag brtan par gyur nas",51534,51815,40468,40750,281,282
poc/D2672 copy.txt,corpus/D284.txt,61.6,as thams cad la dge ba'i rtsa ba thams cad phul nas/ bsod nams kyi phung po yongs su b,as thams cad la dge ba'i rtsa ba thams cad phul ba'i bsod nams kyi phung po yongs su b,51567,51653,45028,45114,86,86
poc/D2672 copy.txt,corpus/D284.txt,49.0,pa de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa de,pa de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa de,51728,51790,46461,46523,62,62
poc/D2672 copy.txt,corpus/D284.txt,49.0,pa de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa de,"pa /
de bzhin gshegs pa'i ye shes kyis mkhyen pa gang lags pa de",51728,51790,36354,36418,62,64
poc/D2672 copy.txt,corpus/D2865.txt,40.5,ba ni sangs rgyas dang byang chub sems dpa' rnams kyi s,bas sangs rgyas dang byang chub sems dpa' rnams kyis,138148,138203,19293,19345,55,52
poc/D2672 copy.txt,corpus/D2865.txt,40.5,ba ni sangs rgyas dang byang chub sems dpa' rnams kyis,bas sangs rgyas dang byang chub sems dpa' rnams kyis,141845,141899,19293,19345,54,52
poc/D2672 copy.txt,corpus/D287.txt,42.0,mya ngan las 'das pa'i grong khyer du phyin par byed,mya ngan las 'das pa'i grong khyer du phyin par byed,17747,17799,3341652,3341704,52,52
poc/D2672 copy.txt,corpus/D287.txt,51.0,a ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,a ni mi rtag pa dang sdug bsngal ba dang stong pa dang bdag med pa,34312,34384,3480443,3480509,72,66
poc/D2672 copy.txt,corpus/D287.txt,40.5,o ste/ 'di ltar ma rig pa'i rkyen gyis 'du byed rnams zhes bya,"on te 'di lta ste /
ma rig pa'i rkyen gyis 'du byed rnams zhes rgya",45846,45908,1593806,1593873,62,67
poc/D2672 copy.txt,corpus/D287.txt,42.9,'di ltar ma rig pa'i rkyen gyis 'du byed rnams zhes bya ba,"'di lta ste /
ma rig pa'i rkyen gyis 'du byed rnams zhes bya ba",45853,45911,2505808,2505871,58,63
poc/D2672 copy.txt,corpus/D287.txt,155.90000000000003,as/ phan tshun 'khrug pa dang bral bas/ dgra zla'i 'jigs pa dang bral ba/ nam mkha' gnyis pa lta bu yin te/ ji ltar nam mkha' gza' dang / rgyu skar dang / skar ma'i tshogs dag gis mdzes par byas par de ltar grong khyer de yang / rin po che sna tshogs kyis brgyan cing / mdzes pa yin,"a /
phan tshun 'khrug pa dang bral ba /
'gran zla'i 'jigs pa dang bral ba /
nam mkha' gnyis pa lta bu yin te /
ji ltar nam mkha' la gza' dang /
rgyu skar dang /
skar ma'i tshogs rnam pa du ma dag gis mdzes par byas pa de ltar grong khyer de yang kun nas rin po che rnam pa sna tshogs dag gis brgyan cing mdzes pa yin",166296,166578,942810,943126,282,316
